# t(seg)	 CIC (A)	 Reactivity($)
10.51999999999999	1.0277618713157566	6.415436481950393
10.579999999999991	1.0278356925057532	6.414032086171304
10.639999999999992	1.0279093855695158	6.412640662931572
10.699999999999992	1.0279829515153949	6.411262051443549
10.759999999999993	1.0280563913417986	6.409896093185006
10.819999999999993	1.028129706037313	6.408542631865067
10.879999999999994	1.0282028965808188	6.40720151339378
10.939999999999994	1.02827596394161	6.405872585851632
10.999999999999995	1.0283489090795046	6.404555699456085
11.059999999999995	1.0284217329449592	6.40325070653346
